SHAPE,GIS_IDNTFC_NO,PNU,LD_CPSG_CODE,LD_EMD_LI_CODE,REGSTR_SE_CODE,MNNM,SLNO,SRC_OBJECTID,SRC_LD_CPSG_CODE,BULD_IDNTFC_NO,AGBLDG_SE_CODE,BULD_KND_CODE,BULD_TOTAR,STRCT_CODE,STRCT_CODE_NM,MAIN_PRPOS_CODE,MAIN_PRPOS_CODE_NM,BULD_HG,GROUND_FLOOR_CO,UNDGRND_FLOOR_CO,USE_CONFM_DE,BULD_AGE,AGRDE_SE_CODE,AGRDE_SE_CODE_NM,AGRDE_5_CLASS_SE_CODE,AGRDE_5_CLASS_SE_CODE_NM,FRST_REGIST_DT,PRMISN_DE,BULD_NM,BULD_DONG_NM
199853.538 454263.903 199838.368 454262.623 199838.597 454260.573 199791.677 454255.133 199794.017 454230.933 199799.537 454231.923 199801.307 454218.103 199841.567 454220.943 199841.347 454223.112 199854.297 454223.422 199854.677 454221.752 199857.517 454222.432 199853.538 454263.903,1991199825844542402800000000,1111016900100010021,11110,16900,1,0001,0021,25240,11110,26228,1,2,11883.21,21,철근콘크리트구조,05000,문화및집회시설,17.4,4,2,19911130,29,03,20대,030,30세미만,2019-01-31Z,,,
200965.303 452199.918 200964.344 452212.758 200957.763 452212.498 200958.933 452198.228 200965.303 452199.918,1933200961524522058500000000,1111017400105410002,11110,17400,1,0541,0002,5523,11110,14017,1,2,305.64,11,벽돌구조,03000,제1종근린생활시설,0,3,0,19330710,87,09,80대,090,90세미만,2019-01-31Z,,,
199113.994 451925.325 199113.364 451940.295 199097.594 451941.916 199098.274 451924.936 199113.994 451925.325,0000199105644519331200000000,1111015500100210009,11110,15500,1,0021,0009,19122,11110,26849,1,2,102.48,51,일반목구조,04000,제2종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
197362.492 452741.37 197352.063 452739.55 197352.243 452738.411 197351.753 452738.18 197352.982 452731.44 197357.112 452731.83 197356.583 452735.83 197356.713 452735.83 197359.732 452736.43 197360.253 452733.64 197358.132 452733.32 197358.692 452730.64 197359.003 452730.65 197364.362 452731.45 197364.352 452731.55 197362.492 452741.37,0000197358144527360400000000,1111011200101780002,11110,11200,1,0178,0002,14078,11110,27127,1,2,48.4,51,일반목구조,01000,단독주택,5.04,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
199274.753 454244.762 199273.473 454253.212 199262.413 454252.762 199263.003 454243.592 199274.753 454244.762,1977199268344542485200000000,1111017300100011089,11110,17300,1,0001,1089,27779,11110,27651,1,2,197.21,11,벽돌구조,01000,단독주택,0,3,0,19770120,43,05,40대,045,45세미만,2019-01-31Z,,,
196212.996 455996.326 196208.576 455999.156 196209.026 455999.996 196205.666 456001.766 196199.455 455992.726 196207.396 455987.936 196212.996 455996.326,1967196206294559947400000000,1111018200100540013,11110,18200,1,0054,0013,11033,11110,6380,1,2,98.81,11,벽돌구조,03000,제1종근린생활시설,0,1,1,19670707,53,06,50대,055,55세미만,2019-01-31Z,,,
200274.007 452155.778 200274.127 452159.328 200272.057 452159.408 200271.917 452166.568 200264.557 452166.669 200265.397 452155.738 200274.007 452155.778,1968200268874521609500000000,1111016200102320000,11110,16200,1,0232,0000,5928,11110,16584,1,2,406.57,21,철근콘크리트구조,03000,제1종근린생활시설,0,5,0,19680720,52,06,50대,055,55세미만,2019-01-31Z,,,
200966.877 452450.99 200965.228 452460.38 200952.747 452458.07 200954.037 452449.11 200966.877 452450.99,1991200959774524546200000000,1111017400101310135,11110,17400,1,0131,0135,7576,11110,6020,1,2,361.67,21,철근콘크리트구조,03000,제1종근린생활시설,0,3,1,19910930,29,03,20대,030,30세미만,2019-01-31Z,19910202,,
200327.536 452054.027 200327.376 452064.837 200319.076 452064.797 200319.516 452053.917 200327.536 452054.027,0000200323374520594200000000,1111016300102310005,11110,16300,1,0231,0005,5935,11110,11016,1,2,695.51,21,철근콘크리트구조,03000,제1종근린생활시설,0,6,1,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200977.202 452106.416 200970.852 452104.487 200972.562 452094.557 200979.962 452097.706 200978.502 452104.487 200977.732 452104.366 200977.202 452106.416,1997200975244521006700000000,1111017400104600003,11110,17400,1,0460,0003,5547,11110,6163,1,2,368.93,21,철근콘크리트구조,03000,제1종근린생활시설,12.5,4,1,19970613,23,03,20대,025,25세미만,2019-01-31Z,19960214,,
200285.504 451969.697 200285.484 451975.907 200288.084 451975.917 200288.064 451980.487 200282.764 451980.727 200279.394 451977.137 200279.594 451969.677 200285.504 451969.697,1955200283344519753600000000,1111016300105030014,11110,16300,1,0503,0014,5324,11110,28440,1,2,246.1,11,벽돌구조,03000,제1종근린생활시설,10.6,3,0,19551130,65,07,60대,070,70세미만,2019-01-31Z,,,
197100.385 455531.027 197100.895 455532.168 197102.516 455533.168 197099.486 455538.518 197091.126 455534.538 197095.245 455528.088 197100.385 455531.027,1971197096984555334200000000,1111018300102600003,11110,18300,1,0260,0003,22746,11110,2306,1,2,50.68,11,벽돌구조,01000,단독주택,0,1,0,19710730,49,05,40대,050,50세미만,2019-01-31Z,,,
200443.038 452161.606 200435.178 452161.406 200435.688 452153.006 200443.728 452152.946 200443.038 452161.606,1976200439424521572200000000,1111016200101750007,11110,16200,1,0175,0007,5338,11110,5680,1,2,302.48,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,1,19760531,44,05,40대,045,45세미만,2019-01-31Z,,,
196571.057 455303.524 196567.577 455309.404 196563.538 455307.004 196567.017 455301.124 196571.057 455303.524,0000196567294553052600000000,1111018600101620001,11110,18600,1,0162,0001,21253,11110,6777,1,2,37.8,12,블록구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
202822.549 451016.968 202816.369 451019.948 202814.579 451015.338 202815.749 451011.988 202814.299 451009.198 202817.739 451007.998 202822.549 451016.968,1995202817864510142400000000,1120010700102900028,11200,10700,1,0290,0028,29176,11200,9612,1,2,142.68,11,벽돌구조,01000,단독주택,6,2,1,19950915,25,03,20대,030,30세미만,2019-01-31Z,19950522,,
197383.932 452061.264 197372.862 452071.085 197368.982 452067.085 197369.192 452066.705 197366.332 452063.685 197368.412 452061.465 197367.592 452060.534 197375.831 452053.624 197376.962 452055.154 197377.812 452054.524 197383.932 452061.264,1970197374784520621200000000,1111012100100010151,11110,12100,1,0001,0151,16987,11110,23421,1,2,568.29,21,철근콘크리트구조,04000,제2종근린생활시설,7.2,3,1,19700424,50,06,50대,055,55세미만,2019-01-31Z,,,
202719.295 450794.398 202715.145 450793.828 202715.955 450785.158 202720.705 450785.187 202720.775 450786.127 202724.305 450786.467 202724.035 450793.888 202719.445 450793.498 202719.295 450794.398,1989202719674507897900000000,1120010700103090045,11200,10700,1,0309,0045,29211,11200,9934,1,2,149.24,11,벽돌구조,01000,단독주택,0,2,1,19891130,31,04,30대,035,35세미만,2019-01-31Z,19890823,,
203123.685 450585.599 203115.205 450583.15 203117.665 450577.349 203119.055 450577.869 203120.435 450573.059 203127.785 450576.229 203123.685 450585.599,1994203121664505796400000000,1120010700101170052,11200,10700,1,0117,0052,29232,11200,8920,1,2,213.87,11,벽돌구조,01000,단독주택,7.5,2,1,19940616,26,03,20대,030,30세미만,2019-01-31Z,19930201,,
200891.373 452823.494 200889.993 452826.004 200890.383 452826.374 200886.973 452831.814 200879.183 452827.534 200883.093 452822.194 200885.213 452822.914 200887.113 452820.744 200891.373 452823.494,1974200885664528261400000000,1111017400100230580,11110,17400,1,0023,0580,3300,11110,16503,1,2,88.72,11,벽돌구조,01000,단독주택,0,2,0,19741230,46,05,40대,050,50세미만,2019-01-31Z,,,
200870.613 452852.405 200870.093 452854.275 200875.603 452857.884 200872.143 452863.835 200865.333 452859.495 200867.153 452855.815 200866.543 452854.975 200869.753 452851.584 200870.613 452852.405,1975200870274528581700000000,1111017400100230577,11110,17400,1,0023,0577,3303,11110,4709,1,2,93.09,11,벽돌구조,01000,단독주택,0,2,0,19750207,45,05,40대,050,50세미만,2019-01-31Z,,,
200836.383 452869.055 200829.383 452877.895 200825.853 452875.235 200828.513 452871.705 200827.523 452870.535 200828.943 452868.115 200827.763 452866.885 200830.123 452864.245 200836.383 452869.055,1974200830784528709200000000,1111017400100230568,11110,17400,1,0023,0568,3304,11110,23869,1,2,103.1,11,벽돌구조,01000,단독주택,0,2,1,19740927,46,05,40대,050,50세미만,2019-01-31Z,,,
200849.363 452852.075 200843.863 452859.595 200836.933 452853.845 200841.283 452848.325 200843.653 452849.945 200845.503 452848.505 200849.363 452852.075,1974200843224528534100000000,1111017400100230572,11110,17400,1,0023,0572,3306,11110,20019,1,2,109.33,11,벽돌구조,01000,단독주택,0,2,1,19740907,46,05,40대,050,50세미만,2019-01-31Z,,,
201615.814 452531.19 201617.334 452535.52 201616.574 452539.17 201609.634 452538.9 201611.274 452530.07 201615.814 452531.19,1990201613524525351200000000,1111017500100720099,11110,17500,1,0072,0099,1762,11110,29768,1,2,135.04,11,벽돌구조,01000,단독주택,0,2,1,19901211,30,04,30대,035,35세미만,2019-01-31Z,19900810,,
200843.973 452873.885 200838.823 452869.425 200844.853 452862.385 200851.283 452867.275 200846.043 452873.845 200844.683 452873.275 200843.973 452873.885,1975200845044528684200000000,1111017400100230570,11110,17400,1,0023,0570,3295,11110,26411,1,2,140.77,11,벽돌구조,01000,단독주택,0,2,1,19750204,45,05,40대,050,50세미만,2019-01-31Z,,,
200945.755 452341.349 200943.716 452349.329 200932.205 452347.339 200936.125 452339.789 200945.755 452341.349,1939200939414523445700000000,1111017400101380074,11110,17400,1,0138,0074,7954,11110,26789,1,2,59.51,51,일반목구조,01000,단독주택,0,1,0,19391102,81,09,80대,085,85세미만,2019-01-31Z,,,
201819.489 452724.858 201809.419 452727.718 201805.968 452712.748 201815.568 452710.228 201819.489 452724.858,0000201812614527189500000000,1111017500107420001,11110,17500,1,0742,0001,614,11110,6627,1,2,271.08,11,벽돌구조,04000,제2종근린생활시설,0,2,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200481.625 452565.348 200479.845 452575.089 200473.935 452573.929 200476.735 452564.198 200478.015 452564.238 200478.195 452563.498 200481.625 452565.348,1993200478034525695900000000,1111016700100070000,11110,16700,1,0007,0000,2466,11110,20110,1,2,131.58,11,벽돌구조,01000,단독주택,6.6,2,1,19930608,27,03,20대,030,30세미만,2019-01-31Z,19921224,,
201043.495 452249.577 201043.135 452257.687 201042.215 452257.847 201041.955 452259.557 201032.245 452259.187 201027.505 452256.427 201027.985 452248.677 201043.495 452249.577,1993201035614522540000000000,1111017400101480001,11110,17400,1,0148,0001,6010,11110,5098,1,2,654.35,21,철근콘크리트구조,04000,제2종근린생활시설,12.5,4,1,19931105,27,03,20대,030,30세미만,2019-01-31Z,19930109,,
201021.675 452303.638 201017.096 452307.758 201011.085 452301.228 201015.235 452296.948 201017.375 452299.147 201016.645 452300.058 201017.965 452301.357 201019.315 452300.638 201021.675 452303.638,1935201016294523024700000000,1111017400101430032,11110,17400,1,0143,0032,6590,11110,21151,1,2,52.89,51,일반목구조,01000,단독주택,0,1,0,19350801,85,09,80대,090,90세미만,2019-01-31Z,,,
201889.842 452903.758 201883.842 452906.749 201879.942 452899.118 201885.222 452896.499 201886.102 452898.358 201884.512 452899.508 201885.472 452901.028 201888.082 452900.198 201889.842 452903.758,1940201884694529018000000000,1111017500103930000,11110,17500,1,0393,0000,3470,11110,13685,1,2,39.67,51,일반목구조,01000,단독주택,0,1,0,19400510,80,09,80대,085,85세미만,2019-01-31Z,,,
201897.171 452812.988 201891.011 452807.928 201894.631 452804.288 201896.881 452806.117 201896.281 452806.948 201897.691 452807.998 201900.521 452805.837 201902.291 452807.887 201897.171 452812.988,0000201896514528085400000000,1111017500104010000,11110,17500,1,0401,0000,3473,11110,6634,1,2,42.15,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
203203.875 450525.558 203194.644 450525.718 203194.714 450521.878 203195.624 450521.878 203195.674 450520.408 203198.394 450520.298 203198.314 450517.518 203203.694 450517.037 203203.875 450525.558,1966203199814505219500000000,1120010700101280431,11200,10700,1,0128,0431,27750,11200,9125,1,2,126.18,11,벽돌구조,01000,단독주택,0,2,1,19661220,54,06,50대,055,55세미만,2019-01-31Z,,,
195973.177 456797.046 195965.147 456794.776 195967.137 456787.746 195968.867 456788.306 195969.466 456786.436 195978.667 456789.386 195976.247 456796.936 195973.427 456796.146 195973.177 456797.046,0000195971874567919700000000,1111018200102300089,11110,18200,1,0230,0089,11120,11110,7912,1,2,63.06,11,벽돌구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
202616.264 450772.189 202605.234 450773.429 202605.034 450764.009 202615.593 450763.339 202616.264 450772.189,1989202610484507682800000000,1120010700103060028,11200,10700,1,0306,0028,28097,11200,9881,1,2,222.32,11,벽돌구조,01000,단독주택,8.9,3,1,19890701,31,04,30대,035,35세미만,2019-01-31Z,19890223,,
200363.484 453150.205 200362.264 453155.435 200353.194 453153.655 200354.424 453148.155 200363.484 453150.205,1996200358304531518500000000,1111016800101300042,11110,16800,1,0130,0042,3868,11110,20310,1,2,97.5,11,벽돌구조,01000,단독주택,7.6,2,1,19960530,24,03,20대,025,25세미만,2019-01-31Z,19950425,,
200913.457 452430.88 200914.447 452431.01 200914.707 452436.32 200903.287 452437.261 200902.917 452435.25 200901.357 452435.191 200900.267 452426.25 200901.206 452425.88 200912.667 452425.28 200913.457 452430.88,2001200907474524312000000000,1111017400105830006,11110,17400,1,0583,0006,7381,11110,11408,1,2,490.15,21,철근콘크리트구조,03000,제1종근린생활시설,7.95,3,1,20011106,19,02,10대,020,20세미만,2019-01-31Z,20010426,,
201311.31 453066.509 201311.65 453067.049 201311.25 453071.569 201304.54 453072.959 201306.4 453064.639 201311.31 453066.509,2000201308184530690200000000,1111017500100050010,11110,17500,1,0005,0010,3884,11110,12994,1,2,97.84,21,철근콘크리트구조,01000,단독주택,8.15,3,0,20001027,20,03,20대,025,25세미만,2019-01-31Z,20000728,,
196635.998 455298.523 196637.068 455299.403 196633.978 455303.143 196628.406 455298.532 196627.078 455297.423 196630.158 455293.693 196635.998 455298.523,1973196632074552984100000000,1111018600101580018,11110,18600,1,0158,0018,22325,11110,18044,1,2,35.5,11,벽돌구조,01000,단독주택,0,1,0,19730610,47,05,40대,050,50세미만,2019-01-31Z,,,
201473.76 453009.186 201473.711 453011.636 201479.211 453012.366 201479.131 453015.136 201471.541 453014.056 201471.831 453008.976 201473.76 453009.186,1941201474914530126800000000,1111017500100320008,11110,17500,1,0032,0008,3976,11110,3642,1,2,20.83,51,일반목구조,01000,단독주택,0,1,0,19410410,79,08,70대,080,80세미만,2019-01-31Z,,,
198300.427 453126.138 198299.527 453132.338 198291.597 453131.319 198293.586 453123.698 198300.427 453126.138,1984198296124531283900000000,1111014200100370000,11110,14200,1,0037,0000,15994,11110,13361,1,2,156.1,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19840629,36,04,30대,040,40세미만,2019-01-31Z,19831123,,
201670.266 452617.579 201670.606 452617.63 201670.676 452617.05 201676.846 452617.98 201675.806 452624.599 201669.886 452623.8 201670.086 452622.08 201664.146 452621.3 201664.736 452616.74 201670.13 452617.558 201670.266 452617.579,1959201670954526202700000000,1111017500101780113,11110,17500,1,0178,0113,1516,11110,3326,1,2,49.59,12,블록구조,01000,단독주택,0,2,0,19590520,61,07,60대,065,65세미만,2019-01-31Z,,,
205480.173 451762.711 205473.563 451767.751 205468.123 451761.031 205471.413 451758.561 205473.483 451760.671 205475.423 451759.281 205476.313 451760.491 205477.693 451759.251 205480.173 451762.711,1972205474114517626900000000,1123010500100040247,11230,10500,1,0004,0247,31738,11230,15519,1,2,59.37,11,벽돌구조,01000,단독주택,0,1,1,19721221,48,05,40대,050,50세미만,2019-01-31Z,,,
201516.463 452496.671 201521.033 452499.351 201518.483 452506.551 201511.713 452502.671 201508.193 452498.901 201512.432 452493.391 201516.463 452496.671,1990201514834524999600000000,1111017500100720166,11110,17500,1,0072,0166,8641,11110,3607,1,2,175.68,11,벽돌구조,01000,단독주택,0,2,1,19901210,30,04,30대,035,35세미만,2019-01-31Z,19900718,,
209064.773 455494.443 209066.473 455494.613 209066.573 455498.533 209060.733 455498.613 209059.833 455487.163 209064.173 455487.103 209064.773 455494.443,1972209062824554932700000000,1126010500103420047,11260,10500,1,0342,0047,8603,11260,26079,1,2,169.09,11,벽돌구조,01000,단독주택,0,2,1,19721031,48,05,40대,050,50세미만,2019-01-31Z,,,
197581.418 452969.889 197586.668 452970.308 197586.248 452975.638 197576.278 452975.009 197578.048 452961.538 197582.098 452961.629 197582.098 452962.909 197583.658 452962.929 197583.738 452961.889 197586.838 452962.048 197586.588 452966.938 197581.648 452966.709 197581.418 452969.889,0000197581504529688300000000,1111010600100070004,11110,10600,1,0007,0004,13838,11110,4723,1,2,110.74,51,일반목구조,03000,제1종근린생활시설,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200350.659 452843.053 200357.499 452843.303 200358.209 452853.253 200345.399 452853.643 200344.809 452842.353 200350.279 452842.253 200350.659 452843.053,1972200351304528481200000000,1111016500100360004,11110,16500,1,0036,0004,4571,11110,4417,1,2,243.8,11,벽돌구조,04000,제2종근린생활시설,0,2,1,19720817,48,05,40대,050,50세미만,2019-01-31Z,,,
198492.749 451912.645 198482.389 451912.715 198476.988 451912.676 198476.608 451908.525 198475.918 451908.315 198470.948 451896.325 198480.608 451892.595 198486.868 451906.935 198492.788 451906.915 198492.749 451912.645,1985198481064519042800000000,1111013500102560000,11110,13500,1,0256,0000,19711,11110,5034,1,2,1206.39,21,철근콘크리트구조,04000,제2종근린생활시설,0,4,2,19850802,35,04,30대,040,40세미만,2019-01-31Z,,관철동 256 제2종근린생활시설 (강봉구),
201342.768 452937.578 201339.078 452943.338 201336.998 452943.758 201332.778 452938.498 201331.648 452934.388 201342.498 452932.687 201342.768 452937.578,0000201337664529375700000000,1111017500100560011,11110,17500,1,0056,0011,4861,11110,14891,1,2,42.98,51,일반목구조,01000,단독주택,0,1,0,,,ZZ,기타,ZZZ,구분없,2019-01-31Z,,,
200332.446 452045.027 200332.256 452064.647 200327.906 452064.357 200327.996 452045.007 200332.446 452045.027,1985200330154520547200000000,1111016300102310032,11110,16300,1,0231,0032,5393,11110,25690,1,2,210.6,11,벽돌구조,03000,제1종근린생활시설,0,2,0,19850629,35,04,30대,040,40세미만,2019-01-31Z,19850430,,
